district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,lag2_mean_total_token,lag2_mean_total_phone,lag2_mean_reorder_payment_count,lag2_mean_token_phone,lag3_mean_total_token,lag3_mean_total_phone,lag3_mean_reorder_payment_count,lag3_mean_token_phone,lag4_mean_total_token,lag4_mean_total_phone,lag4_mean_reorder_payment_count,lag4_mean_token_phone,total_token_change_percent,total_phone_change_percent,token_phone_change_percent,reorder_payment_count_change_percent,total_token_change20_percent,total_phone_change20_percent,token_phone_change20_percent,reorder_payment_count_change20_percent,total_token_change30_percent,total_phone_change30_percent,token_phone_change30_percent,reorder_payment_count_change30_percent,total_token_change40_percent,total_phone_change40_percent,token_phone_change40_percent,reorder_payment_count_change40_percent,total_token_change_count,total_phone_change_count,token_phone_change_count,reorder_payment_count_change_count,total_token_change20_count,total_phone_change20_count,token_phone_change20_count,reorder_payment_count_change20_count,total_token_change30_count,total_phone_change30_count,token_phone_change30_count,reorder_payment_count_change30_count,total_token_change40_count,total_phone_change40_count,token_phone_change40_count,reorder_payment_count_change40_count,place4,place2,district,name,region
52,4,11,25.85714286,22.85714286,2.285714286,1.134738122,28.57142857,27.42857143,2.857142857,1.035451139,25.57142857,25,3.857142857,1.019560132,29.57142857,28.28571429,6.142857143,1.044313114,35.66666667,32.33333333,6,1.097259063,-9.5,-16.66666667,9.588765607,-20,0,0,0,0,0,0,0,0,-27.50333778,-29.3078056,3.415698268,-61.9047619,-2.714285714,-4.571428571,0.099286983,-0.571428571,0,0,0,0,0,0,0,0,-9.80952381,-9.476190476,0.037479059,-3.714285714,52,1,sohanak,سوهانک,1
52,5,11,26.71428571,25.28571429,1.714285714,1.041853726,25.85714286,22.85714286,2.285714286,1.134738122,28.57142857,27.42857143,2.857142857,1.035451139,25.57142857,25,3.857142857,1.019560132,29.57142857,28.28571429,6.142857143,1.044313114,3.314917127,10.625,-8.185535876,-25,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,2.428571429,-0.092884396,-0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,52,1,sohanak,سوهانک,1
146,0,10,190,174.6666667,51.33333333,1.087277744,143,128.3333333,7.666666667,1.076617321,,,,,,,,,,,,,32.86713287,36.1038961,0.990177568,569.5652174,0,0,0,0,0,0,0,0,0,0,0,0,47,46.33333333,0.010660423,43.66666667,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,1,10,185.5714286,169.8571429,55.71428571,1.089812978,190,174.6666667,51.33333333,1.087277744,143,128.3333333,7.666666667,1.076617321,,,,,,,,,-2.330827068,-2.753544166,0.233172626,8.53432282,0,0,0,0,0,0,0,0,0,0,0,0,-4.428571429,-4.80952381,0.002535234,4.380952381,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,2,10,178.1428571,163.7142857,53.85714286,1.087334092,185.5714286,169.8571429,55.71428571,1.089812978,190,174.6666667,51.33333333,1.087277744,143,128.3333333,7.666666667,1.076617321,,,,,-4.003079292,-3.616484441,-0.227459756,-3.333333333,-6.240601504,-6.27044711,0.005182497,4.916512059,0,0,0,0,0,0,0,0,-7.428571429,-6.142857143,-0.002478886,-1.857142857,-11.85714286,-10.95238095,5.63E-05,2.523809524,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,3,10,195.2857143,177.1428571,47.14285714,1.096673368,178.1428571,163.7142857,53.85714286,1.087334092,185.5714286,169.8571429,55.71428571,1.089812978,190,174.6666667,51.33333333,1.087277744,143,128.3333333,7.666666667,1.076617321,9.623095429,8.202443281,0.858914997,-12.4668435,0,0,0,0,2.781954887,1.417666303,0.864142007,-8.163265306,0,0,0,0,17.14285714,13.42857143,0.009339276,-6.714285714,0,0,0,0,5.285714286,2.476190476,0.009395624,-4.19047619,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,4,10,186.5714286,172.2857143,35.71428571,1.079232558,195.2857143,177.1428571,47.14285714,1.096673368,178.1428571,163.7142857,53.85714286,1.087334092,185.5714286,169.8571429,55.71428571,1.089812978,190,174.6666667,51.33333333,1.087277744,-4.462326262,-2.741935484,-1.590337721,-24.24242424,0,0,0,0,0,0,0,0,-1.804511278,-1.363140676,-0.73993849,-30.42671614,-8.714285714,-4.857142857,-0.01744081,-11.42857143,0,0,0,0,0,0,0,0,-3.428571429,-2.380952381,-0.008045187,-15.61904762,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,5,10,159.1428571,147.2857143,20.42857143,1.075529601,186.5714286,172.2857143,35.71428571,1.079232558,195.2857143,177.1428571,47.14285714,1.096673368,178.1428571,163.7142857,53.85714286,1.087334092,185.5714286,169.8571429,55.71428571,1.089812978,-14.70137825,-14.51077944,-0.343110172,-42.8,0,0,0,0,0,0,0,0,0,0,0,0,-27.42857143,-25,-0.003702957,-15.28571429,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
174,0,10,21.33333333,20.66666667,5,1.032695375,16.5,15,3,1.09375,,,,,,,,,,,,,29.29292929,37.77777778,-5.582137161,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333,5.666666667,-0.061054625,2,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,1,10,14,13.28571429,5,1.049169283,21.33333333,20.66666667,5,1.032695375,16.5,15,3,1.09375,,,,,,,,,-34.375,-35.71428571,1.595234054,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.333333333,-7.380952381,0.016473908,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,2,10,15,14.28571429,4.428571429,1.040616246,14,13.28571429,5,1.049169283,21.33333333,20.66666667,5,1.032695375,16.5,15,3,1.09375,,,,,7.142857143,7.52688172,-0.815219883,-11.42857143,-29.6875,-30.87557604,0.767009507,-11.42857143,0,0,0,0,0,0,0,0,1,1,-0.008553037,-0.571428571,-6.333333333,-6.380952381,0.007920872,-0.571428571,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,3,10,17.42857143,16,4.142857143,1.068222504,15,14.28571429,4.428571429,1.040616246,14,13.28571429,5,1.049169283,21.33333333,20.66666667,5,1.032695375,16.5,15,3,1.09375,16.19047619,12,2.652875919,-6.451612903,0,0,0,0,-18.30357143,-22.58064516,3.440233236,-17.14285714,0,0,0,0,2.428571429,1.714285714,0.027606258,-0.285714286,0,0,0,0,-3.904761905,-4.666666667,0.03552713,-0.857142857,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,4,10,13.57142857,13.42857143,2.285714286,1.008403361,17.42857143,16,4.142857143,1.068222504,15,14.28571429,4.428571429,1.040616246,14,13.28571429,5,1.049169283,21.33333333,20.66666667,5,1.032695375,-22.13114754,-16.07142857,-5.599876685,-44.82758621,0,0,0,0,0,0,0,0,-36.38392857,-35.02304147,-2.352292268,-54.28571429,-3.857142857,-2.571428571,-0.059819143,-1.857142857,0,0,0,0,0,0,0,0,-7.761904762,-7.238095238,-0.024292013,-2.714285714,174,1,hasan-abad-shomali,کوی مهران,5
174,5,10,10.71428571,10.14285714,1,1.047252747,13.57142857,13.42857143,2.285714286,1.008403361,17.42857143,16,4.142857143,1.068222504,15,14.28571429,4.428571429,1.040616246,14,13.28571429,5,1.049169283,-21.05263158,-24.46808511,3.852564103,-56.25,0,0,0,0,0,0,0,0,0,0,0,0,-2.857142857,-3.285714286,0.038849386,-1.285714286,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
946,0,20,6.5,6.5,0,1,3.666666667,3.333333333,0,1.083333333,,,,,,,,,,,,,77.27272727,95,-7.692307692,,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333,3.166666667,-0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
946,1,20,3.285714286,3.285714286,0.285714286,1,6.5,6.5,0,1,3.666666667,3.333333333,0,1.083333333,,,,,,,,,-49.45054945,-49.45054945,0,,0,0,0,0,0,0,0,0,0,0,0,0,-3.214285714,-3.214285714,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
946,2,20,3.857142857,3.714285714,0.285714286,1.035714286,3.285714286,3.285714286,0.285714286,1,6.5,6.5,0,1,3.666666667,3.333333333,0,1.083333333,,,,,17.39130435,13.04347826,3.571428571,0,-40.65934066,-42.85714286,3.571428571,,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0.035714286,0,-2.642857143,-2.785714286,0.035714286,0.285714286,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
946,3,20,2.714285714,2.714285714,0.428571429,1,3.857142857,3.714285714,0.285714286,1.035714286,3.285714286,3.285714286,0.285714286,1,6.5,6.5,0,1,3.666666667,3.333333333,0,1.083333333,-29.62962963,-26.92307692,-3.448275862,50,0,0,0,0,-58.24175824,-58.24175824,0,,0,0,0,0,-1.142857143,-1,-0.035714286,0.142857143,0,0,0,0,-3.785714286,-3.785714286,0,0.428571429,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
946,4,20,3.857142857,3.857142857,0.428571429,1,2.714285714,2.714285714,0.428571429,1,3.857142857,3.714285714,0.285714286,1.035714286,3.285714286,3.285714286,0.285714286,1,6.5,6.5,0,1,42.10526316,42.10526316,0,0,0,0,0,0,0,0,0,0,-40.65934066,-40.65934066,0,,1.142857143,1.142857143,0,0,0,0,0,0,0,0,0,0,-2.642857143,-2.642857143,0,0.428571429,946,1,sorkhe-hesar,سرخه حصار,13
946,5,20,3.333333333,3.333333333,0.333333333,1,3.857142857,3.857142857,0.428571429,1,2.714285714,2.714285714,0.428571429,1,3.857142857,3.714285714,0.285714286,1.035714286,3.285714286,3.285714286,0.285714286,1,-13.58024691,-13.58024691,0,-22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,-0.523809524,-0.523809524,0,-0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
170,0,10,359.6666667,311,67.66666667,1.156959092,220.6666667,188,14.66666667,1.116120062,,,,,,,,,,,,,62.99093656,65.42553191,3.659017653,361.3636364,0,0,0,0,0,0,0,0,0,0,0,0,139,123,0.04083903,53,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,1,10,335.7142857,294.7142857,73.28571429,1.130827551,359.6666667,311,67.66666667,1.156959092,220.6666667,188,14.66666667,1.116120062,,,,,,,,,-6.659605455,-5.236564079,-2.258640078,8.30401126,0,0,0,0,0,0,0,0,0,0,0,0,-23.95238095,-16.28571429,-0.026131542,5.619047619,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,2,10,330.2857143,289.5714286,82.57142857,1.133034215,335.7142857,294.7142857,73.28571429,1.130827551,359.6666667,311,67.66666667,1.156959092,220.6666667,188,14.66666667,1.116120062,,,,,-1.617021277,-1.745031508,0.195137102,12.6705653,-8.168939494,-6.890215893,-2.06791042,22.02674173,0,0,0,0,0,0,0,0,-5.428571429,-5.142857143,0.002206664,9.285714286,-29.38095238,-21.42857143,-0.023924878,14.9047619,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,3,10,344,297.2857143,53.57142857,1.155179604,330.2857143,289.5714286,82.57142857,1.133034215,335.7142857,294.7142857,73.28571429,1.130827551,359.6666667,311,67.66666667,1.156959092,220.6666667,188,14.66666667,1.116120062,4.152249135,2.66403552,1.954520748,-35.12110727,0,0,0,0,-4.355885079,-4.409738172,-0.15380741,-20.83040113,0,0,0,0,13.71428571,7.714285714,0.022145389,-29,0,0,0,0,-15.66666667,-13.71428571,-0.001779489,-14.0952381,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,4,10,326.7142857,287.7142857,49.28571429,1.129791181,344,297.2857143,53.57142857,1.155179604,330.2857143,289.5714286,82.57142857,1.133034215,335.7142857,294.7142857,73.28571429,1.130827551,359.6666667,311,67.66666667,1.156959092,-5.024916944,-3.219605959,-2.197790047,-8,0,0,0,0,0,0,0,0,-9.161922415,-7.487367938,-2.348217093,-27.16396904,-17.28571429,-9.571428571,-0.025388422,-4.285714286,0,0,0,0,0,0,0,0,-32.95238095,-23.28571429,-0.027167911,-18.38095238,170,1,kooy-e-ferdos,کوی فردوس,5
170,5,10,260.7142857,225.5714286,28.14285714,1.14999107,326.7142857,287.7142857,49.28571429,1.129791181,344,297.2857143,53.57142857,1.155179604,330.2857143,289.5714286,82.57142857,1.133034215,335.7142857,294.7142857,73.28571429,1.130827551,-20.20113686,-21.59880834,1.787931219,-42.89855072,0,0,0,0,0,0,0,0,0,0,0,0,-66,-62.14285714,0.020199889,-21.14285714,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
209,0,10,3,3,0,1,9,9,0,1,,,,,,,,,,,,,-66.66666667,-66.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,1,10,3.285714286,3.285714286,2,1,3,3,0,1,9,9,0,1,,,,,,,,,9.523809524,9.523809524,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,2,10,4.166666667,4.166666667,0.833333333,1,3.285714286,3.285714286,2,1,3,3,0,1,9,9,0,1,,,,,26.8115942,26.8115942,0,-58.33333333,38.88888889,38.88888889,0,,0,0,0,0,0,0,0,0,0.880952381,0.880952381,0,-1.166666667,1.166666667,1.166666667,0,0.833333333,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,3,10,4,3.714285714,3.285714286,1.071428571,4.166666667,4.166666667,0.833333333,1,3.285714286,3.285714286,2,1,3,3,0,1,9,9,0,1,-4,-10.85714286,7.142857143,294.2857143,0,0,0,0,33.33333333,23.80952381,7.142857143,,0,0,0,0,-0.166666667,-0.452380952,0.071428571,2.452380952,0,0,0,0,1,0.714285714,0.071428571,3.285714286,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,4,10,3.857142857,3.714285714,0.714285714,1.047619048,4,3.714285714,3.285714286,1.071428571,4.166666667,4.166666667,0.833333333,1,3.285714286,3.285714286,2,1,3,3,0,1,-3.571428571,0,-2.222222222,-78.26086957,0,0,0,0,0,0,0,0,28.57142857,23.80952381,4.761904762,,-0.142857143,0,-0.023809524,-2.571428571,0,0,0,0,0,0,0,0,0.857142857,0.714285714,0.047619048,0.714285714,209,1,tehran-university,دانشگاه تهران,6
209,5,10,2.857142857,2.857142857,0.285714286,1,3.857142857,3.714285714,0.714285714,1.047619048,4,3.714285714,3.285714286,1.071428571,4.166666667,4.166666667,0.833333333,1,3.285714286,3.285714286,2,1,-25.92592593,-23.07692308,-4.545454545,-60,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.857142857,-0.047619048,-0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
103,0,10,12.33333333,11,3.666666667,1.116666667,16,13,0,1.238095238,,,,,,,,,,,,,-22.91666667,-15.38461538,-9.807692308,,0,0,0,0,0,0,0,0,0,0,0,0,-3.666666667,-2,-0.121428571,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
103,1,10,12.57142857,11.28571429,4.857142857,1.152874483,12.33333333,11,3.666666667,1.116666667,16,13,0,1.238095238,,,,,,,,,1.930501931,2.597402597,3.242491026,32.46753247,0,0,0,0,0,0,0,0,0,0,0,0,0.238095238,0.285714286,0.036207816,1.19047619,0,0,0,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
103,2,10,12.57142857,11.14285714,3,1.119476275,12.57142857,11.28571429,4.857142857,1.152874483,12.33333333,11,3.666666667,1.116666667,16,13,0,1.238095238,,,,,0,-1.265822785,-2.896950905,-38.23529412,1.930501931,1.298701299,0.251606749,-18.18181818,0,0,0,0,0,0,0,0,0,-0.142857143,-0.033398208,-1.857142857,0.238095238,0.142857143,0.002809609,-0.666666667,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
103,3,10,12.57142857,11.57142857,2,1.08948246,12.57142857,11.14285714,3,1.119476275,12.57142857,11.28571429,4.857142857,1.152874483,12.33333333,11,3.666666667,1.116666667,16,13,0,1.238095238,0,3.846153846,-2.679272118,-33.33333333,0,0,0,0,1.930501931,5.194805195,-2.434406598,-45.45454545,0,0,0,0,0,0.428571429,-0.029993816,-1,0,0,0,0,0.238095238,0.571428571,-0.027184207,-1.666666667,0,0,0,0,103,1,shian,شیان,4
103,4,10,13.28571429,11.85714286,0.571428571,1.131627103,12.57142857,11.57142857,2,1.08948246,12.57142857,11.14285714,3,1.119476275,12.57142857,11.28571429,4.857142857,1.152874483,12.33333333,11,3.666666667,1.116666667,5.681818182,2.469135802,3.868317753,-71.42857143,0,0,0,0,0,0,0,0,7.722007722,7.792207792,1.339740572,-84.41558442,0.714285714,0.285714286,0.042144643,-1.428571429,0,0,0,0,0,0,0,0,0.952380952,0.857142857,0.014960436,-3.095238095,103,1,shian,شیان,4
103,5,10,10,8.857142857,0.571428571,1.122222222,13.28571429,11.85714286,0.571428571,1.131627103,12.57142857,11.57142857,2,1.08948246,12.57142857,11.14285714,3,1.119476275,12.57142857,11.28571429,4.857142857,1.152874483,-24.7311828,-25.30120482,-0.831093636,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.285714286,-3,-0.009404881,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
236,0,30,2.666666667,2.666666667,0,1,5.5,5,0,1.166666667,,,,,,,,,,,,,-51.51515152,-46.66666667,-14.28571429,,0,0,0,0,0,0,0,0,0,0,0,0,-2.833333333,-2.333333333,-0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,1,30,5.428571429,5.428571429,0,1,2.666666667,2.666666667,0,1,5.5,5,0,1.166666667,,,,,,,,,103.5714286,103.5714286,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.761904762,2.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,2,30,2.428571429,2.428571429,0.142857143,1,5.428571429,5.428571429,0,1,2.666666667,2.666666667,0,1,5.5,5,0,1.166666667,,,,,-55.26315789,-55.26315789,0,,-8.928571429,-8.928571429,0,,0,0,0,0,0,0,0,0,-3,-3,0,0.142857143,-0.238095238,-0.238095238,0,0.142857143,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,3,30,3.285714286,3,0.571428571,1.095238095,2.428571429,2.428571429,0.142857143,1,5.428571429,5.428571429,0,1,2.666666667,2.666666667,0,1,5.5,5,0,1.166666667,35.29411765,23.52941176,9.523809524,300,0,0,0,0,23.21428571,12.5,9.523809524,,0,0,0,0,0.857142857,0.571428571,0.095238095,0.428571429,0,0,0,0,0.619047619,0.333333333,0.095238095,0.571428571,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,4,30,3.285714286,3.285714286,0.142857143,1,3.285714286,3,0.571428571,1.095238095,2.428571429,2.428571429,0.142857143,1,5.428571429,5.428571429,0,1,2.666666667,2.666666667,0,1,0,9.523809524,-8.695652174,-75,0,0,0,0,0,0,0,0,23.21428571,23.21428571,0,,0,0.285714286,-0.095238095,-0.428571429,0,0,0,0,0,0,0,0,0.619047619,0.619047619,0,0.142857143,236,1,shahrak-e-takhti,شهرک تختی,16
236,5,30,4.428571429,4.428571429,0.714285714,1,3.285714286,3.285714286,0.142857143,1,3.285714286,3,0.571428571,1.095238095,2.428571429,2.428571429,0.142857143,1,5.428571429,5.428571429,0,1,34.7826087,34.7826087,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,1.142857143,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
253,0,31,26.66666667,25.66666667,7.333333333,1.044137022,11,10.66666667,0.333333333,1.03030303,,,,,,,,,,,,,142.4242424,140.625,1.342710997,2100,0,0,0,0,0,0,0,0,0,0,0,0,15.66666667,15,0.013833992,7,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,1,31,25,24,6.428571429,1.039197393,26.66666667,25.66666667,7.333333333,1.044137022,11,10.66666667,0.333333333,1.03030303,,,,,,,,,-6.25,-6.493506494,-0.473082521,-12.33766234,0,0,0,0,0,0,0,0,0,0,0,0,-1.666666667,-1.666666667,-0.00493963,-0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,2,31,22.14285714,19,2.857142857,1.163551841,25,24,6.428571429,1.039197393,26.66666667,25.66666667,7.333333333,1.044137022,11,10.66666667,0.333333333,1.03030303,,,,,-11.42857143,-20.83333333,11.96639346,-55.55555556,-16.96428571,-25.97402597,11.43670002,-61.03896104,0,0,0,0,0,0,0,0,-2.857142857,-5,0.124354449,-3.571428571,-4.523809524,-6.666666667,0.119414819,-4.476190476,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,3,31,24.85714286,23.42857143,1.285714286,1.05742236,22.14285714,19,2.857142857,1.163551841,25,24,6.428571429,1.039197393,26.66666667,25.66666667,7.333333333,1.044137022,11,10.66666667,0.333333333,1.03030303,12.25806452,23.30827068,-9.12116482,-55,0,0,0,0,-6.785714286,-8.719851577,1.272374944,-82.46753247,0,0,0,0,2.714285714,4.428571429,-0.106129481,-1.571428571,0,0,0,0,-1.80952381,-2.238095238,0.013285338,-6.047619048,0,0,0,0,253,1,khazaneh,خزانه,16
253,4,31,19.57142857,18.28571429,1.857142857,1.064028945,24.85714286,23.42857143,1.285714286,1.05742236,22.14285714,19,2.857142857,1.163551841,25,24,6.428571429,1.039197393,26.66666667,25.66666667,7.333333333,1.044137022,-21.26436782,-21.95121951,0.624782009,44.44444444,0,0,0,0,0,0,0,0,-26.60714286,-28.75695733,1.905106522,-74.67532468,-5.285714286,-5.142857143,0.006606585,0.571428571,0,0,0,0,0,0,0,0,-7.095238095,-7.380952381,0.019891923,-5.476190476,253,1,khazaneh,خزانه,16
253,5,31,22.85714286,22.71428571,1.142857143,1.005952381,19.57142857,18.28571429,1.857142857,1.064028945,24.85714286,23.42857143,1.285714286,1.05742236,22.14285714,19,2.857142857,1.163551841,25,24,6.428571429,1.039197393,16.78832117,24.21875,-5.458175197,-38.46153846,0,0,0,0,0,0,0,0,0,0,0,0,3.285714286,4.428571429,-0.058076564,-0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
989,0,20,31,29.66666667,2.333333333,1.044422722,31,30.5,0,1.017857143,,,,,,,,,,,,,0,-2.732240437,2.60995162,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333,0.026565579,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,1,20,36.42857143,35,3.714285714,1.041581911,31,29.66666667,2.333333333,1.044422722,31,30.5,0,1.017857143,,,,,,,,,17.51152074,17.97752809,-0.271998201,59.18367347,0,0,0,0,0,0,0,0,0,0,0,0,5.428571429,5.333333333,-0.002840811,1.380952381,0,0,0,0,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,2,20,33.42857143,32.85714286,3.857142857,1.016955267,36.42857143,35,3.714285714,1.041581911,31,29.66666667,2.333333333,1.044422722,31,30.5,0,1.017857143,,,,,-8.235294118,-6.12244898,-2.364350188,3.846153846,7.834101382,10.75441413,-2.6299174,65.30612245,0,0,0,0,0,0,0,0,-3,-2.142857143,-0.024626644,0.142857143,2.428571429,3.19047619,-0.027467455,1.523809524,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,3,20,33.28571429,32.28571429,4,1.032091766,33.42857143,32.85714286,3.857142857,1.016955267,36.42857143,35,3.714285714,1.041581911,31,29.66666667,2.333333333,1.044422722,31,30.5,0,1.017857143,-0.427350427,-1.739130435,1.488413503,3.703703704,0,0,0,0,7.373271889,8.828250401,-1.180647942,71.42857143,0,0,0,0,-0.142857143,-0.571428571,0.0151365,0.142857143,0,0,0,0,2.285714286,2.619047619,-0.012330955,1.666666667,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,4,20,29.42857143,28.42857143,1.285714286,1.039229025,33.28571429,32.28571429,4,1.032091766,33.42857143,32.85714286,3.857142857,1.016955267,36.42857143,35,3.714285714,1.041581911,31,29.66666667,2.333333333,1.044422722,-11.58798283,-11.94690265,0.691533321,-67.85714286,0,0,0,0,0,0,0,0,-5.069124424,-4.173354735,-0.497279195,-44.89795918,-3.857142857,-3.857142857,0.007137258,-2.714285714,0,0,0,0,0,0,0,0,-1.571428571,-1.238095238,-0.005193697,-1.047619048,989,1,khani-abad-no,خانی‌آباد نو,19
989,5,20,28.14285714,27.71428571,1.428571429,1.023654917,29.42857143,28.42857143,1.285714286,1.039229025,33.28571429,32.28571429,4,1.032091766,33.42857143,32.85714286,3.857142857,1.016955267,36.42857143,35,3.714285714,1.041581911,-4.368932039,-2.512562814,-1.498621387,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,-1.285714286,-0.714285714,-0.015574108,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
276,0,30,13,13,2.333333333,1,8.5,8.5,0.5,1,,,,,,,,,,,,,52.94117647,52.94117647,0,366.6666667,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,276,1,amir-bahador,امیر بهادر,11
276,1,30,13.85714286,13.71428571,2.857142857,1.006802721,13,13,2.333333333,1,8.5,8.5,0.5,1,,,,,,,,,6.593406593,5.494505495,0.680272109,22.44897959,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.714285714,0.006802721,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,276,1,amir-bahador,امیر بهادر,11
276,2,30,12,11.71428571,3.571428571,1.026862027,13.85714286,13.71428571,2.857142857,1.006802721,13,13,2.333333333,1,8.5,8.5,0.5,1,,,,,-13.40206186,-14.58333333,1.992376992,25,-7.692307692,-9.89010989,2.686202686,53.06122449,0,0,0,0,0,0,0,0,-1.857142857,-2,0.020059306,0.714285714,-1,-1.285714286,0.026862027,1.238095238,0,0,0,0,0,0,0,0,276,1,amir-bahador,امیر بهادر,11
276,3,30,11.85714286,11.42857143,1,1.041847042,12,11.71428571,3.571428571,1.026862027,13.85714286,13.71428571,2.857142857,1.006802721,13,13,2.333333333,1,8.5,8.5,0.5,1,-1.19047619,-2.43902439,1.459301697,-72,0,0,0,0,-8.791208791,-12.08791209,4.184704185,-57.14285714,0,0,0,0,-0.142857143,-0.285714286,0.014985015,-2.571428571,0,0,0,0,-1.142857143,-1.571428571,0.041847042,-1.333333333,0,0,0,0,276,1,amir-bahador,امیر بهادر,11
