district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,lag2_mean_total_token,lag2_mean_total_phone,lag2_mean_reorder_payment_count,lag2_mean_token_phone,lag3_mean_total_token,lag3_mean_total_phone,lag3_mean_reorder_payment_count,lag3_mean_token_phone,lag4_mean_total_token,lag4_mean_total_phone,lag4_mean_reorder_payment_count,lag4_mean_token_phone,total_token_change_percent,total_phone_change_percent,token_phone_change_percent,reorder_payment_count_change_percent,total_token_change20_percent,total_phone_change20_percent,token_phone_change20_percent,reorder_payment_count_change20_percent,total_token_change30_percent,total_phone_change30_percent,token_phone_change30_percent,reorder_payment_count_change30_percent,total_token_change40_percent,total_phone_change40_percent,token_phone_change40_percent,reorder_payment_count_change40_percent,total_token_change_count,total_phone_change_count,token_phone_change_count,reorder_payment_count_change_count,total_token_change20_count,total_phone_change20_count,token_phone_change20_count,reorder_payment_count_change20_count,total_token_change30_count,total_phone_change30_count,token_phone_change30_count,reorder_payment_count_change30_count,total_token_change40_count,total_phone_change40_count,token_phone_change40_count,reorder_payment_count_change40_count,place4,place2,district,name,region
959,5,10,2,2,2,1,1.666666667,1.666666667,0,1,1.8,1.8,1.8,1,3.5,3.5,1.8,1,1.833333333,1.833333333,1.8,1,20,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,959,1,tehran-police,پلیس,7
51,0,10,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
51,1,10,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
51,2,10,1.5,1,0,1.5,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,50,0,50,,50,0,50,,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
51,3,10,1.5,1,0,1.5,1.5,1,0,1.5,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,50,0,50,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
51,4,10,1.333333333,1.333333333,0,1,1.5,1,0,1.5,1.5,1,0,1.5,1,1,0,1,1,1,0,1,-11.11111111,33.33333333,-33.33333333,,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0,,-0.166666667,0.333333333,-0.5,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
51,5,10,1,1,0,1,1.333333333,1.333333333,0,1,1.5,1,0,1.5,1.5,1,0,1.5,1,1,0,1,-25,-25,0,,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,shahrak-e-mahalati,شهرک محلاتی,1
56,0,10,22.33333333,19.33333333,8.333333333,1.146537842,39.5,34,0,1.163203463,,,,,,,,,,,,,-43.45991561,-43.1372549,-1.432734817,,0,0,0,0,0,0,0,0,0,0,0,0,-17.16666667,-14.66666667,-0.016665621,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,56,1,zafaraniyeh,زعفرانیه,1
56,1,10,18.28571429,16.28571429,4.714285714,1.103151927,22.33333333,19.33333333,8.333333333,1.146537842,39.5,34,0,1.163203463,,,0,,,,0,,-18.12366738,-15.7635468,-3.784080486,-43.42857143,0,0,0,0,0,0,0,0,0,0,0,0,-4.047619048,-3.047619048,-0.043385915,-3.619047619,0,0,0,0,0,0,0,0,0,0,0,0,56,1,zafaraniyeh,زعفرانیه,1
56,2,10,24.71428571,20.57142857,2,1.178623266,18.28571429,16.28571429,4.714285714,1.103151927,22.33333333,19.33333333,8.333333333,1.146537842,39.5,34,8.333333333,1.163203463,,,8.333333333,,35.15625,26.31578947,6.841427452,-57.57575758,10.66098081,6.403940887,2.798461845,-76,0,0,0,0,0,0,0,0,6.428571429,4.285714286,0.075471339,-2.714285714,2.380952381,1.238095238,0.032085424,-6.333333333,0,0,0,0,0,0,0,0,56,1,zafaraniyeh,زعفرانیه,1
56,3,10,30,26.42857143,1.142857143,1.123455207,24.71428571,20.57142857,2,1.178623266,18.28571429,16.28571429,4.714285714,1.103151927,22.33333333,19.33333333,4.714285714,1.146537842,39.5,34,4.714285714,1.163203463,21.38728324,28.47222222,-4.680720394,-42.85714286,0,0,0,0,34.32835821,36.69950739,-2.013246724,-75.75757576,0,0,0,0,5.285714286,5.857142857,-0.05516806,-0.857142857,0,0,0,0,7.666666667,7.095238095,-0.023082636,-3.571428571,0,0,0,0,56,1,zafaraniyeh,زعفرانیه,1
56,4,10,35,30.71428571,1.857142857,1.156887755,30,26.42857143,1.142857143,1.123455207,24.71428571,20.57142857,2,1.178623266,18.28571429,16.28571429,2,1.103151927,22.33333333,19.33333333,2,1.146537842,16.66666667,16.21621622,2.975868398,62.5,0,0,0,0,0,0,0,0,56.71641791,58.86699507,0.902710101,-7.142857143,5,4.285714286,0.033432548,0.714285714,0,0,0,0,0,0,0,0,12.66666667,11.38095238,0.010349913,-0.142857143,56,1,zafaraniyeh,زعفرانیه,1
56,5,10,24.85714286,19.42857143,0.857142857,1.313775425,35,30.71428571,1.857142857,1.156887755,30,26.42857143,1.142857143,1.123455207,24.71428571,20.57142857,1.142857143,1.178623266,18.28571429,16.28571429,1.142857143,1.103151927,-28.97959184,-36.74418605,13.56118335,-53.84615385,0,0,0,0,0,0,0,0,0,0,0,0,-10.14285714,-11.28571429,0.15688767,-1,0,0,0,0,0,0,0,0,0,0,0,0,56,1,zafaraniyeh,زعفرانیه,1
178,0,10,7.666666667,6.333333333,1,1.208333333,8,6.5,0.5,1.236111111,,,,,,,,,,,,,-4.166666667,-2.564102564,-2.247191011,100,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,-0.166666667,-0.027777778,0.5,0,0,0,0,0,0,0,0,0,0,0,0,178,1,tehransar,تهران‌سر,21
178,1,10,4.571428571,4.142857143,1.571428571,1.095238095,7.666666667,6.333333333,1,1.208333333,8,6.5,0.5,1.236111111,,,0.5,,,,0.5,,-40.37267081,-34.58646617,-9.359605911,57.14285714,0,0,0,0,0,0,0,0,0,0,0,0,-3.095238095,-2.19047619,-0.113095238,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,178,1,tehransar,تهران‌سر,21
178,2,10,5.857142857,5.285714286,1,1.107142857,4.571428571,4.142857143,1.571428571,1.095238095,7.666666667,6.333333333,1,1.208333333,8,6.5,1,1.236111111,,,1,,28.125,27.5862069,1.086956522,-36.36363636,-23.60248447,-16.54135338,-8.374384236,0,0,0,0,0,0,0,0,0,1.285714286,1.142857143,0.011904762,-0.571428571,-1.80952381,-1.047619048,-0.101190476,0,0,0,0,0,0,0,0,0,178,1,tehransar,تهران‌سر,21
178,3,10,5.428571429,4.857142857,0.857142857,1.334693878,5.857142857,5.285714286,1,1.107142857,4.571428571,4.142857143,1.571428571,1.095238095,7.666666667,6.333333333,1.571428571,1.208333333,8,6.5,1.571428571,1.236111111,-7.317073171,-8.108108108,20.55299539,-14.28571429,0,0,0,0,-29.19254658,-23.30827068,10.45742435,-45.45454545,0,0,0,0,-0.428571429,-0.428571429,0.22755102,-0.142857143,0,0,0,0,-2.238095238,-1.476190476,0.126360544,-0.714285714,0,0,0,0,178,1,tehransar,تهران‌سر,21
178,4,10,10.42857143,10,2.142857143,1.041601256,5.428571429,4.857142857,0.857142857,1.334693878,5.857142857,5.285714286,1,1.107142857,4.571428571,4.142857143,1,1.095238095,7.666666667,6.333333333,1,1.208333333,92.10526316,105.8823529,-21.95953893,150,0,0,0,0,0,0,0,0,36.02484472,57.89473684,-13.79851675,114.2857143,5,5.142857143,-0.293092622,1.285714286,0,0,0,0,0,0,0,0,2.761904762,3.666666667,-0.166732077,1.142857143,178,1,tehransar,تهران‌سر,21
178,5,10,8.142857143,7,0.428571429,1.142857143,10.42857143,10,2.142857143,1.041601256,5.428571429,4.857142857,0.857142857,1.334693878,5.857142857,5.285714286,0.857142857,1.107142857,4.571428571,4.142857143,0.857142857,1.095238095,-21.91780822,-30,9.721175584,-80,0,0,0,0,0,0,0,0,0,0,0,0,-2.285714286,-3,0.101255887,-1.714285714,0,0,0,0,0,0,0,0,0,0,0,0,178,1,tehransar,تهران‌سر,21
279,0,30,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,sanglaj,سنگلج,12
279,1,30,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,sanglaj,سنگلج,12
279,2,30,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,sanglaj,سنگلج,12
279,3,30,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,sanglaj,سنگلج,12
279,4,30,1.285714286,1.285714286,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,28.57142857,28.57142857,0,,0,0,0,0,0,0,0,0,28.57142857,28.57142857,0,,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,279,1,sanglaj,سنگلج,12
279,5,30,1.5,1.5,0,1,1.285714286,1.285714286,0,1,1,1,0,1,1,1,0,1,1,1,0,1,16.66666667,16.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,sanglaj,سنگلج,12
52,0,11,4,4,3,1,5.5,4.5,0,1.225,,,,,,,,,,,,,-27.27272727,-11.11111111,-18.36734694,,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.5,-0.225,3,0,0,0,0,0,0,0,0,0,0,0,0,52,1,sohanak,سوهانک,1
52,1,11,1.666666667,1.666666667,0.5,1,4,4,3,1,5.5,4.5,0,1.225,,,0,,,,0,,-58.33333333,-58.33333333,0,-83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,-2.333333333,-2.333333333,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,52,1,sohanak,سوهانک,1
52,2,11,2,2,0.428571429,1,1.666666667,1.666666667,0.5,1,4,4,3,1,5.5,4.5,3,1.225,,,3,,20,20,0,-14.28571429,-50,-50,0,-85.71428571,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,-0.071428571,-2,-2,0,-2.571428571,0,0,0,0,0,0,0,0,52,1,sohanak,سوهانک,1
52,3,11,3.166666667,2.833333333,0.166666667,1.047619048,2,2,0.428571429,1,1.666666667,1.666666667,0.5,1,4,4,0.5,1,5.5,4.5,0.5,1.225,58.33333333,41.66666667,4.761904762,-61.11111111,0,0,0,0,-20.83333333,-29.16666667,4.761904762,-66.66666667,0,0,0,0,1.166666667,0.833333333,0.047619048,-0.261904762,0,0,0,0,-0.833333333,-1.166666667,0.047619048,-0.333333333,0,0,0,0,52,1,sohanak,سوهانک,1
52,4,11,4.857142857,3.428571429,0,1.321428571,3.166666667,2.833333333,0.166666667,1.047619048,2,2,0.428571429,1,1.666666667,1.666666667,0.428571429,1,4,4,0.428571429,1,53.38345865,21.00840336,26.13636364,-100,0,0,0,0,0,0,0,0,21.42857143,-14.28571429,32.14285714,-100,1.69047619,0.595238095,0.273809524,-0.166666667,0,0,0,0,0,0,0,0,0.857142857,-0.571428571,0.321428571,-0.428571429,52,1,sohanak,سوهانک,1
52,5,11,3,2.833333333,0,1.027777778,4.857142857,3.428571429,0,1.321428571,3.166666667,2.833333333,0.166666667,1.047619048,2,2,0.166666667,1,1.666666667,1.666666667,0.166666667,1,-38.23529412,-17.36111111,-22.22222222,,0,0,0,0,0,0,0,0,0,0,0,0,-1.857142857,-0.595238095,-0.293650794,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,sohanak,سوهانک,1
146,0,10,14,12,4.666666667,1.163636364,36.5,33.5,0.5,1.103448276,,,,,,,,,,,,,-61.64383562,-64.17910448,5.454545455,833.3333333,0,0,0,0,0,0,0,0,0,0,0,0,-22.5,-21.5,0.060188088,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,1,10,18,17,4.857142857,1.056177471,14,12,4.666666667,1.163636364,36.5,33.5,0.5,1.103448276,,,0.5,,,,0.5,,28.57142857,41.66666667,-9.234748587,4.081632653,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-0.107458893,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,2,10,21,19.14285714,7.571428571,1.090326717,18,17,4.857142857,1.056177471,14,12,4.666666667,1.163636364,36.5,33.5,4.666666667,1.103448276,,,4.666666667,,16.66666667,12.60504202,3.233286739,55.88235294,50,59.52380952,-6.300047749,62.24489796,0,0,0,0,0,0,0,0,3,2.142857143,0.034149246,2.714285714,7,7.142857143,-0.073309647,2.904761905,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,3,10,25.42857143,22.57142857,4.142857143,1.131383199,21,19.14285714,7.571428571,1.090326717,18,17,4.857142857,1.056177471,14,12,4.857142857,1.163636364,36.5,33.5,4.857142857,1.103448276,21.08843537,17.91044776,3.76552101,-45.28301887,0,0,0,0,81.63265306,88.0952381,-2.771756361,-14.70588235,0,0,0,0,4.428571429,3.428571429,0.041056482,-3.428571429,0,0,0,0,11.42857143,10.57142857,-0.032253165,-0.714285714,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,4,10,30,27.85714286,3.142857143,1.072539741,25.42857143,22.57142857,4.142857143,1.131383199,21,19.14285714,7.571428571,1.090326717,18,17,7.571428571,1.056177471,14,12,7.571428571,1.163636364,17.97752809,23.41772152,-5.201019193,-24.13793103,0,0,0,0,0,0,0,0,114.2857143,132.1428571,-7.828615974,-58.49056604,4.571428571,5.285714286,-0.058843457,-1,0,0,0,0,0,0,0,0,16,15.85714286,-0.091096622,-4.428571429,146,1,central-janat-abad,جنت‌آباد مرکزی,5
146,5,10,24.57142857,22.28571429,3.142857143,1.096920824,30,27.85714286,3.142857143,1.072539741,25.42857143,22.57142857,4.142857143,1.131383199,21,19.14285714,4.142857143,1.090326717,18,17,4.142857143,1.056177471,-18.0952381,-20,2.273210171,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.428571429,-5.571428571,0.024381082,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,central-janat-abad,جنت‌آباد مرکزی,5
174,0,10,1,1,1,1,3.5,3,0,1.125,,,,,,,,,,,,,-71.42857143,-66.66666667,-11.11111111,,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-2,-0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,1,10,1.2,1.2,0,1,1,1,1,1,3.5,3,0,1.125,,,0,,,,0,,20,20,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,2,10,3,3,2.2,1,1.2,1.2,0,1,1,1,1,1,3.5,3,1,1.125,,,1,,150,150,0,,200,200,0,120,0,0,0,0,0,0,0,0,1.8,1.8,0,2.2,2,2,0,1.2,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,3,10,3.571428571,2.857142857,0.714285714,1.178571429,3,3,2.2,1,1.2,1.2,0,1,1,1,0,1,3.5,3,0,1.125,19.04761905,-4.761904762,17.85714286,-67.53246753,0,0,0,0,257.1428571,185.7142857,17.85714286,,0,0,0,0,0.571428571,-0.142857143,0.178571429,-1.485714286,0,0,0,0,2.571428571,1.857142857,0.178571429,0.714285714,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
174,4,10,2.428571429,2.428571429,0.142857143,1,3.571428571,2.857142857,0.714285714,1.178571429,3,3,2.2,1,1.2,1.2,2.2,1,1,1,2.2,1,-32,-15,-15.15151515,-80,0,0,0,0,0,0,0,0,142.8571429,142.8571429,0,-93.50649351,-1.142857143,-0.428571429,-0.178571429,-0.571428571,0,0,0,0,0,0,0,0,1.428571429,1.428571429,0,-2.057142857,174,1,hasan-abad-shomali,کوی مهران,5
174,5,10,2.5,2.166666667,0.166666667,1.166666667,2.428571429,2.428571429,0.142857143,1,3.571428571,2.857142857,0.714285714,1.178571429,3,3,0.714285714,1,1.2,1.2,0.714285714,1,2.941176471,-10.78431373,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,-0.261904762,0.166666667,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,174,1,hasan-abad-shomali,کوی مهران,5
946,0,20,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
946,2,20,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,946,1,sorkhe-hesar,سرخه حصار,13
170,0,10,18.33333333,17.33333333,3.666666667,1.063799762,34.33333333,27,1,1.181818182,,,,,,,,,,,,,-46.60194175,-35.80246914,-9.986173957,266.6666667,0,0,0,0,0,0,0,0,0,0,0,0,-16,-9.666666667,-0.118018419,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,1,10,32.14285714,28.42857143,6.285714286,1.125606995,18.33333333,17.33333333,3.666666667,1.063799762,34.33333333,27,1,1.181818182,,,1,,,,1,,75.32467532,64.01098901,5.810043814,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,13.80952381,11.0952381,0.061807232,2.619047619,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,2,10,35.57142857,29.57142857,2.571428571,1.175314121,32.14285714,28.42857143,6.285714286,1.125606995,18.33333333,17.33333333,3.666666667,1.063799762,34.33333333,27,3.666666667,1.181818182,,,3.666666667,,10.66666667,4.020100503,4.416028597,-59.09090909,94.02597403,70.6043956,10.48264561,-29.87012987,0,0,0,0,0,0,0,0,3.428571429,1.142857143,0.049707127,-3.714285714,17.23809524,12.23809524,0.111514359,-1.095238095,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,3,10,49.85714286,41.57142857,3.857142857,1.224835144,35.57142857,29.57142857,2.571428571,1.175314121,32.14285714,28.42857143,6.285714286,1.125606995,18.33333333,17.33333333,6.285714286,1.063799762,34.33333333,27,6.285714286,1.181818182,40.16064257,40.57971014,4.213428746,50,0,0,0,0,171.9480519,139.8351648,15.13775316,-38.63636364,0,0,0,0,14.28571429,12,0.049521023,1.285714286,0,0,0,0,31.52380952,24.23809524,0.161035382,-2.428571429,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
170,4,10,55.85714286,47.28571429,4.142857143,1.192264721,49.85714286,41.57142857,3.857142857,1.224835144,35.57142857,29.57142857,2.571428571,1.175314121,32.14285714,28.42857143,2.571428571,1.125606995,18.33333333,17.33333333,2.571428571,1.063799762,12.03438395,13.74570447,-2.659167931,7.407407407,0,0,0,0,0,0,0,0,204.6753247,172.8021978,12.07604695,61.11111111,6,5.714285714,-0.032570423,0.285714286,0,0,0,0,0,0,0,0,37.52380952,29.95238095,0.128464959,1.571428571,170,1,kooy-e-ferdos,کوی فردوس,5
170,5,10,44.85714286,39.28571429,1.857142857,1.135382206,55.85714286,47.28571429,4.142857143,1.192264721,49.85714286,41.57142857,3.857142857,1.224835144,35.57142857,29.57142857,3.857142857,1.175314121,32.14285714,28.42857143,3.857142857,1.125606995,-19.69309463,-16.918429,-4.770963519,-55.17241379,0,0,0,0,0,0,0,0,0,0,0,0,-11,-8,-0.056882515,-2.285714286,0,0,0,0,0,0,0,0,0,0,0,0,170,1,kooy-e-ferdos,کوی فردوس,5
209,1,10,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,2,10,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
209,3,10,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,209,1,tehran-university,دانشگاه تهران,6
103,1,10,1,1,0,1,3,3,0,1,,,,,,,,,,,,,-66.66666667,-66.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
103,2,10,2.666666667,1.666666667,0,1.5,1,1,0,1,3,3,0,1,,,0,,,,0,,166.6666667,66.66666667,50,,-11.11111111,-44.44444444,50,,0,0,0,0,0,0,0,0,1.666666667,0.666666667,0.5,0,-0.333333333,-1.333333333,0.5,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
103,3,10,1.666666667,1.666666667,0,1,2.666666667,1.666666667,0,1.5,1,1,0,1,3,3,0,1,,,0,,-37.5,0,-33.33333333,,0,0,0,0,-44.44444444,-44.44444444,0,,0,0,0,0,-1,0,-0.5,0,0,0,0,0,-1.333333333,-1.333333333,0,0,0,0,0,0,103,1,shian,شیان,4
103,4,10,1.666666667,1.333333333,0,1.166666667,1.666666667,1.666666667,0,1,2.666666667,1.666666667,0,1.5,1,1,0,1,3,3,0,1,0,-20,16.66666667,,0,0,0,0,0,0,0,0,-44.44444444,-55.55555556,16.66666667,,0,-0.333333333,0.166666667,0,0,0,0,0,0,0,0,0,-1.333333333,-1.666666667,0.166666667,0,103,1,shian,شیان,4
103,5,10,1.5,1,0.5,1.5,1.666666667,1.333333333,0,1.166666667,1.666666667,1.666666667,0,1,2.666666667,1.666666667,0,1.5,1,1,0,1,-10,-25,28.57142857,,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666667,-0.333333333,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,103,1,shian,شیان,4
236,1,30,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,2,30,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,3,30,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,4,30,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
236,5,30,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,shahrak-e-takhti,شهرک تختی,16
253,0,31,2,2,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,1,31,1.8,1.8,0.2,1,2,2,1,1,,,,,,,,,,,,,-10,-10,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,2,31,1.8,1.6,0,1.066666667,1.8,1.8,0.2,1,2,2,1,1,,,1,,,,1,,0,-11.11111111,6.666666667,-100,-10,-20,6.666666667,-100,0,0,0,0,0,0,0,0,0,-0.2,0.066666667,-0.2,-0.2,-0.4,0.066666667,-1,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
253,3,31,2.333333333,2.333333333,0.333333333,1,1.8,1.6,0,1.066666667,1.8,1.8,0.2,1,2,2,0.2,1,,,0.2,,29.62962963,45.83333333,-6.25,,0,0,0,0,16.66666667,16.66666667,0,66.66666667,0,0,0,0,0.533333333,0.733333333,-0.066666667,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0.133333333,0,0,0,0,253,1,khazaneh,خزانه,16
253,4,31,3.333333333,2.833333333,0.333333333,1.130555556,2.333333333,2.333333333,0.333333333,1,1.8,1.6,0,1.066666667,1.8,1.8,0,1,2,2,0,1,42.85714286,21.42857143,13.05555556,0,0,0,0,0,0,0,0,0,66.66666667,41.66666667,13.05555556,,1,0.5,0.130555556,0,0,0,0,0,0,0,0,0,1.333333333,0.833333333,0.130555556,0.333333333,253,1,khazaneh,خزانه,16
253,5,31,1.666666667,1.666666667,0.333333333,1,3.333333333,2.833333333,0.333333333,1.130555556,2.333333333,2.333333333,0.333333333,1,1.8,1.6,0.333333333,1.066666667,1.8,1.8,0.333333333,1,-50,-41.17647059,-11.54791155,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.666666667,-1.166666667,-0.130555556,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1,khazaneh,خزانه,16
989,0,20,2,2,0.5,1,3,3,0,1,,,,,,,,,,,,,-33.33333333,-33.33333333,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,1,20,2.333333333,1.666666667,0,1.5,2,2,0.5,1,3,3,0,1,,,0,,,,0,,16.66666667,-16.66666667,50,-100,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,-0.333333333,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
989,2,20,1.833333333,1.666666667,0.166666667,1.083333333,2.333333333,1.666666667,0,1.5,2,2,0.5,1,3,3,0.5,1,,,0.5,,-21.42857143,0,-27.77777778,,-8.333333333,-16.66666667,8.333333333,-66.66666667,0,0,0,0,0,0,0,0,-0.5,0,-0.416666667,0.166666667,-0.166666667,-0.333333333,0.083333333,-0.333333333,0,0,0,0,0,0,0,0,989,1,khani-abad-no,خانی‌آباد نو,19
