district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,lag2_mean_total_token,lag2_mean_total_phone,lag2_mean_reorder_payment_count,lag2_mean_token_phone,lag3_mean_total_token,lag3_mean_total_phone,lag3_mean_reorder_payment_count,lag3_mean_token_phone,lag4_mean_total_token,lag4_mean_total_phone,lag4_mean_reorder_payment_count,lag4_mean_token_phone,total_token_change_percent,total_phone_change_percent,token_phone_change_percent,reorder_payment_count_change_percent,total_token_change20_percent,total_phone_change20_percent,token_phone_change20_percent,reorder_payment_count_change20_percent,total_token_change30_percent,total_phone_change30_percent,token_phone_change30_percent,reorder_payment_count_change30_percent,total_token_change40_percent,total_phone_change40_percent,token_phone_change40_percent,reorder_payment_count_change40_percent,total_token_change_count,total_phone_change_count,token_phone_change_count,reorder_payment_count_change_count,total_token_change20_count,total_phone_change20_count,token_phone_change20_count,reorder_payment_count_change20_count,total_token_change30_count,total_phone_change30_count,token_phone_change30_count,reorder_payment_count_change30_count,total_token_change40_count,total_phone_change40_count,token_phone_change40_count,reorder_payment_count_change40_count,place4,place2,district,name,region
145,1,10,11,9.571428571,0.714285714,1.129866562,10.66666667,9.333333333,5,1.136752137,16,15.5,0.5,1.027777778,,,0.5,,,,0.5,,3.125,2.551020408,-0.605723492,-85.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.238095238,-0.006885575,-4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,145,1,north-janat-abad,جنت‌آباد شمالی,5
145,2,10,12.42857143,12,0.714285714,1.026026605,11,9.571428571,0.714285714,1.129866562,10.66666667,9.333333333,5,1.136752137,16,15.5,5,1.027777778,,,5,,12.98701299,25.37313433,-9.190462,0,16.51785714,28.57142857,-9.740516705,-85.71428571,0,0,0,0,0,0,0,0,1.428571429,2.428571429,-0.103839957,0,1.761904762,2.666666667,-0.110725532,-4.285714286,0,0,0,0,0,0,0,0,145,1,north-janat-abad,جنت‌آباد شمالی,5
145,3,10,13.14285714,12.14285714,0.857142857,1.08697479,12.42857143,12,0.714285714,1.026026605,11,9.571428571,0.714285714,1.129866562,10.66666667,9.333333333,0.714285714,1.136752137,16,15.5,0.714285714,1.027777778,5.747126437,1.19047619,5.940214868,20,0,0,0,0,23.21428571,30.10204082,-4.378909459,20,0,0,0,0,0.714285714,0.142857143,0.060948185,0.142857143,0,0,0,0,2.476190476,2.80952381,-0.049777347,0.142857143,0,0,0,0,145,1,north-janat-abad,جنت‌آباد شمالی,5
145,4,10,22.57142857,21.28571429,1,1.067949571,13.14285714,12.14285714,0.857142857,1.08697479,12.42857143,12,0.714285714,1.026026605,11,9.571428571,0.714285714,1.129866562,10.66666667,9.333333333,0.714285714,1.136752137,71.73913043,75.29411765,-1.750290711,16.66666667,0,0,0,0,0,0,0,0,111.6071429,128.0612245,-6.052556524,40,9.428571429,9.142857143,-0.019025219,0.142857143,0,0,0,0,0,0,0,0,11.9047619,11.95238095,-0.068802566,0.285714286,145,1,north-janat-abad,جنت‌آباد شمالی,5
145,5,10,13.28571429,12.57142857,1.428571429,1.038335334,22.57142857,21.28571429,1,1.067949571,13.14285714,12.14285714,0.857142857,1.08697479,12.42857143,12,0.857142857,1.026026605,11,9.571428571,0.857142857,1.129866562,-41.13924051,-40.93959732,-2.772999568,42.85714286,0,0,0,0,0,0,0,0,0,0,0,0,-9.285714286,-8.714285714,-0.029614237,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,145,1,north-janat-abad,جنت‌آباد شمالی,5
948,1,10,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,1,khak-sefid,خاک سفید,4
948,2,10,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,1,khak-sefid,خاک سفید,4
948,5,10,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,1,khak-sefid,خاک سفید,4
1021,0,30,1.5,1,0,1.5,1,1,0,1,,,,,,,,,,,,,50,0,50,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
1021,1,30,1,1,0,1,1.5,1,0,1.5,1,1,0,1,,,0,,,,0,,-33.33333333,0,-33.33333333,,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
1021,2,30,1.25,1.25,0.5,1,1,1,0,1,1.5,1,0,1.5,1,1,0,1,,,0,,25,25,0,,-16.66666667,25,-33.33333333,,0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,-0.25,0.25,-0.5,0.5,0,0,0,0,0,0,0,0,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
1021,3,30,2,1.5,1.5,1.25,1.25,1.25,0.5,1,1,1,0,1,1.5,1,0,1.5,1,1,0,1,60,20,25,200,0,0,0,0,33.33333333,50,-16.66666667,,0,0,0,0,0.75,0.25,0.25,1,0,0,0,0,0.5,0.5,-0.25,1.5,0,0,0,0,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
1021,4,30,1.75,1.75,0,1,2,1.5,1.5,1.25,1.25,1.25,0.5,1,1,1,0.5,1,1.5,1,0.5,1.5,-12.5,16.66666667,-20,-100,0,0,0,0,0,0,0,0,16.66666667,75,-33.33333333,-100,-0.25,0.25,-0.25,-1.5,0,0,0,0,0,0,0,0,0.25,0.75,-0.5,-0.5,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
1021,5,30,1.25,1.25,0,1,1.75,1.75,0,1,2,1.5,1.5,1.25,1.25,1.25,1.5,1,1,1,1.5,1,-28.57142857,-28.57142857,0,,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,1,imamzadeh-hasan,امامزاده حسن(ع),17
157,1,10,1.333333333,1.333333333,1,1,4,4,0,1,,,,,,,,,,,,,-66.66666667,-66.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,-2.666666667,-2.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157,1,sazman-ab,سازمان آب,5
157,2,10,1.333333333,1.333333333,0,1,1.333333333,1.333333333,1,1,4,4,0,1,,,0,,,,0,,0,0,0,-100,-66.66666667,-66.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,-1,-2.666666667,-2.666666667,0,0,0,0,0,0,0,0,0,0,157,1,sazman-ab,سازمان آب,5
157,3,10,2,1.333333333,0,1.333333333,1.333333333,1.333333333,0,1,1.333333333,1.333333333,1,1,4,4,1,1,,,1,,50,0,33.33333333,,0,0,0,0,-50,-66.66666667,33.33333333,-100,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,-2,-2.666666667,0.333333333,-1,0,0,0,0,157,1,sazman-ab,سازمان آب,5
157,4,10,2.5,2.5,0.25,1,2,1.333333333,0,1.333333333,1.333333333,1.333333333,0,1,1.333333333,1.333333333,0,1,4,4,0,1,25,87.5,-25,,0,0,0,0,0,0,0,0,-37.5,-37.5,0,,0.5,1.166666667,-0.333333333,0.25,0,0,0,0,0,0,0,0,-1.5,-1.5,0,0.25,157,1,sazman-ab,سازمان آب,5
157,5,10,2.25,2.25,0.25,1,2.5,2.5,0.25,1,2,1.333333333,0,1.333333333,1.333333333,1.333333333,0,1,1.333333333,1.333333333,0,1,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,sazman-ab,سازمان آب,5
1016,0,31,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1016,1,tayeb,طیب,15
1016,1,31,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1,tayeb,طیب,15
1016,2,31,1,1,2.666666667,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,2.666666667,0,0,0,0,0,0,0,0,1016,1,tayeb,طیب,15
1016,3,31,1,1,1,1,1,1,2.666666667,1,1,1,0,1,1,1,0,1,,,0,,0,0,0,-62.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-1.666666667,0,0,0,0,0,0,0,1,0,0,0,0,1016,1,tayeb,طیب,15
1016,4,31,1.5,1.5,0,1,1,1,1,1,1,1,2.666666667,1,1,1,2.666666667,1,1,1,2.666666667,1,50,50,0,-100,0,0,0,0,0,0,0,0,50,50,0,-100,0.5,0.5,0,-1,0,0,0,0,0,0,0,0,0.5,0.5,0,-2.666666667,1016,1,tayeb,طیب,15
1016,5,31,2,2,0,1,1.5,1.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,33.33333333,33.33333333,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1,tayeb,طیب,15
95,0,10,6.333333333,5.333333333,1.666666667,1.161904762,16,11.5,0,1.397727273,,,,,,,,,,,,,-60.41666667,-53.62318841,-16.87185443,,0,0,0,0,0,0,0,0,0,0,0,0,-9.666666667,-6.166666667,-0.235822511,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,95,1,seyed-khandan,سیدخندان,3
95,1,10,5.833333333,5.5,1.666666667,1.083333333,6.333333333,5.333333333,1.666666667,1.161904762,16,11.5,0,1.397727273,,,0,,,,0,,-7.894736842,3.125,-6.762295082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.166666667,-0.078571429,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,seyed-khandan,سیدخندان,3
95,2,10,6,4.857142857,2,1.472789116,5.833333333,5.5,1.666666667,1.083333333,6.333333333,5.333333333,1.666666667,1.161904762,16,11.5,1.666666667,1.397727273,,,1.666666667,,2.857142857,-11.68831169,35.94976452,20,-5.263157895,-8.928571429,26.75644028,20,0,0,0,0,0,0,0,0,0.166666667,-0.642857143,0.389455782,0.333333333,-0.333333333,-0.476190476,0.310884354,0.333333333,0,0,0,0,0,0,0,0,95,1,seyed-khandan,سیدخندان,3
95,3,10,5,4.285714286,1.428571429,1.092857143,6,4.857142857,2,1.472789116,5.833333333,5.5,1.666666667,1.083333333,6.333333333,5.333333333,1.666666667,1.161904762,16,11.5,1.666666667,1.397727273,-16.66666667,-11.76470588,-25.79676674,-28.57142857,0,0,0,0,-21.05263158,-19.64285714,-5.942622951,-14.28571429,0,0,0,0,-1,-0.571428571,-0.379931973,-0.571428571,0,0,0,0,-1.333333333,-1.047619048,-0.069047619,-0.238095238,0,0,0,0,95,1,seyed-khandan,سیدخندان,3
95,4,10,10.42857143,8.428571429,0.857142857,1.261555904,5,4.285714286,1.428571429,1.092857143,6,4.857142857,2,1.472789116,5.833333333,5.5,2,1.083333333,6.333333333,5.333333333,2,1.161904762,108.5714286,96.66666667,15.43648799,-40,0,0,0,0,0,0,0,0,64.66165414,58.03571429,8.576532757,-57.14285714,5.428571429,4.142857143,0.168698762,-0.571428571,0,0,0,0,0,0,0,0,4.095238095,3.095238095,0.099651143,-1.142857143,95,1,seyed-khandan,سیدخندان,3
95,5,10,7.714285714,5.714285714,0.142857143,1.4,10.42857143,8.428571429,0.857142857,1.261555904,5,4.285714286,1.428571429,1.092857143,6,4.857142857,1.428571429,1.472789116,5.833333333,5.5,1.428571429,1.083333333,-26.02739726,-32.20338983,10.97407535,-83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,-2.714285714,-2.714285714,0.138444096,-0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,95,1,seyed-khandan,سیدخندان,3
227,4,20,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,227,1,zahir-abad,ظهیرآباد,20
268,3,30,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,268,1,zehtabi,زهتابی,17
268,5,30,1,1,0,1,1,1,1,1,,,,,,,,,,,,,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,268,1,zehtabi,زهتابی,17
925,1,10,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,925,1,aseman,آسمان,2
925,2,10,2,2,1,1,1,1,0,1,,,,,,,,,,,,,100,100,0,,,,,,0,0,0,0,0,0,0,0,1,1,0,1,,,,,0,0,0,0,0,0,0,0,925,1,aseman,آسمان,2
925,3,10,1,1,2,1,2,2,1,1,1,1,0,1,,,0,,,,0,,-50,-50,0,100,0,0,0,0,,,,,0,0,0,0,-1,-1,0,1,0,0,0,0,,,,2,0,0,0,0,925,1,aseman,آسمان,2
925,4,10,1.5,1.5,0,1,1,1,2,1,2,2,1,1,1,1,1,1,,,1,,50,50,0,-100,0,0,0,0,0,0,0,0,,,,-100,0.5,0.5,0,-2,0,0,0,0,0,0,0,0,,,,-1,925,1,aseman,آسمان,2
925,5,10,1,1,0,1,1.5,1.5,0,1,1,1,2,1,2,2,2,1,1,1,2,1,-33.33333333,-33.33333333,0,,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1,aseman,آسمان,2
912,1,20,2,1,0,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,912,1,fath,فتح,9
912,3,20,1,1,0,1,2,1,0,2,,,,,,,,,,,,,-50,0,-50,,0,0,0,0,,,,,0,0,0,0,-1,0,-1,0,0,0,0,0,,,,,0,0,0,0,912,1,fath,فتح,9
912,4,20,1,1,0,1,1,1,0,1,2,1,0,2,,,0,,,,0,,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,912,1,fath,فتح,9
915,1,20,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,915,1,shamshiri,شمشیری,9
915,2,20,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,915,1,shamshiri,شمشیری,9
915,3,20,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,,,0,,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,915,1,shamshiri,شمشیری,9
915,4,20,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,,0,,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,915,1,shamshiri,شمشیری,9
71,0,10,6,6,6.666666667,1,17,14.33333333,0,1.126984127,,,,,,,,,,,,,-64.70588235,-58.13953488,-11.26760563,,0,0,0,0,0,0,0,0,0,0,0,0,-11,-8.333333333,-0.126984127,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,71,1,darrous,دروس,3
71,1,10,9.166666667,8.333333333,2.5,1.109259259,6,6,6.666666667,1,17,14.33333333,0,1.126984127,,,0,,,,0,,52.77777778,38.88888889,10.92592593,-62.5,0,0,0,0,0,0,0,0,0,0,0,0,3.166666667,2.333333333,0.109259259,-4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,71,1,darrous,دروس,3
71,2,10,11.28571429,10.14285714,4,1.105094905,9.166666667,8.333333333,2.5,1.109259259,6,6,6.666666667,1,17,14.33333333,6.666666667,1.126984127,,,6.666666667,,23.11688312,21.71428571,-0.375417571,60,88.0952381,69.04761905,10.50949051,-40,0,0,0,0,0,0,0,0,2.119047619,1.80952381,-0.004164354,1.5,5.285714286,4.142857143,0.105094905,-2.666666667,0,0,0,0,0,0,0,0,71,1,darrous,دروس,3
71,3,10,16.28571429,14.57142857,2.142857143,1.116850586,11.28571429,10.14285714,4,1.105094905,9.166666667,8.333333333,2.5,1.109259259,6,6,2.5,1,17,14.33333333,2.5,1.126984127,44.30379747,43.66197183,1.063771196,-46.42857143,0,0,0,0,171.4285714,142.8571429,11.68505864,-14.28571429,0,0,0,0,5,4.428571429,0.011755681,-1.857142857,0,0,0,0,10.28571429,8.571428571,0.116850586,-0.357142857,0,0,0,0,71,1,darrous,دروس,3
71,4,10,18.28571429,16.71428571,0.714285714,1.080056103,16.28571429,14.57142857,2.142857143,1.116850586,11.28571429,10.14285714,4,1.105094905,9.166666667,8.333333333,4,1.109259259,6,6,4,1,12.28070175,14.70588235,-3.294485756,-66.66666667,0,0,0,0,0,0,0,0,204.7619048,178.5714286,8.00561029,-82.14285714,2,2.142857143,-0.036794483,-1.428571429,0,0,0,0,0,0,0,0,12.28571429,10.71428571,0.080056103,-3.285714286,71,1,darrous,دروس,3
71,5,10,21.71428571,19.71428571,1.285714286,1.082234901,18.28571429,16.71428571,0.714285714,1.080056103,16.28571429,14.57142857,2.142857143,1.116850586,11.28571429,10.14285714,2.142857143,1.105094905,9.166666667,8.333333333,2.142857143,1.109259259,18.75,17.94871795,0.201730097,80,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3,0.002178798,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,71,1,darrous,دروس,3
143,0,10,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,almahdi,المهدی,5
143,1,10,3,3,2,1,1,1,0,1,1,1,0,1,,,0,,,,0,,200,200,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,143,1,almahdi,المهدی,5
143,2,10,1.5,1.5,0,1,3,3,2,1,1,1,0,1,1,1,0,1,,,0,,-50,-50,0,-100,50,50,0,,0,0,0,0,0,0,0,0,-1.5,-1.5,0,-2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,143,1,almahdi,المهدی,5
143,3,10,2,2,0,1,1.5,1.5,0,1,3,3,2,1,1,1,2,1,1,1,2,1,33.33333333,33.33333333,0,,0,0,0,0,100,100,0,-100,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,0,-2,0,0,0,0,143,1,almahdi,المهدی,5
143,4,10,1.666666667,1.666666667,0,1,2,2,0,1,1.5,1.5,0,1,3,3,0,1,1,1,0,1,-16.66666667,-16.66666667,0,,0,0,0,0,0,0,0,0,66.66666667,66.66666667,0,,-0.333333333,-0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0,0,143,1,almahdi,المهدی,5
143,5,10,1.6,1.6,0.6,1,1.666666667,1.666666667,0,1,2,2,0,1,1.5,1.5,0,1,3,3,0,1,-4,-4,0,,0,0,0,0,0,0,0,0,0,0,0,0,-0.066666667,-0.066666667,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,143,1,almahdi,المهدی,5
161,0,10,1.666666667,1.666666667,0,1,4.5,4,0,1.1,,,,,,,,,,,,,-62.96296296,-58.33333333,-9.090909091,,0,0,0,0,0,0,0,0,0,0,0,0,-2.833333333,-2.333333333,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1,dehkade-olympic,دهکده المپیک,22
161,1,10,5,4.428571429,0.285714286,1.101360544,1.666666667,1.666666667,0,1,4.5,4,0,1.1,,,0,,,,0,,200,165.7142857,10.13605442,,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,2.761904762,0.101360544,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,161,1,dehkade-olympic,دهکده المپیک,22
161,2,10,4.333333333,3.166666667,0.333333333,1.333333333,5,4.428571429,0.285714286,1.101360544,1.666666667,1.666666667,0,1,4.5,4,0,1.1,,,0,,-13.33333333,-28.49462366,21.06238419,16.66666667,160,90,33.33333333,,0,0,0,0,0,0,0,0,-0.666666667,-1.261904762,0.231972789,0.047619048,2.666666667,1.5,0.333333333,0.333333333,0,0,0,0,0,0,0,0,161,1,dehkade-olympic,دهکده المپیک,22
161,3,10,3.333333333,2.666666667,0.333333333,1.25,4.333333333,3.166666667,0.333333333,1.333333333,5,4.428571429,0.285714286,1.101360544,1.666666667,1.666666667,0.285714286,1,4.5,4,0.285714286,1.1,-23.07692308,-15.78947368,-6.25,0,0,0,0,0,100,60,25,16.66666667,0,0,0,0,-1,-0.5,-0.083333333,0,0,0,0,0,1.666666667,1,0.25,0.047619048,0,0,0,0,161,1,dehkade-olympic,دهکده المپیک,22
161,4,10,6.428571429,6,0.285714286,1.173015873,3.333333333,2.666666667,0.333333333,1.25,4.333333333,3.166666667,0.333333333,1.333333333,5,4.428571429,0.333333333,1.101360544,1.666666667,1.666666667,0.333333333,1,92.85714286,125,-6.158730159,-14.28571429,0,0,0,0,0,0,0,0,285.7142857,260,17.3015873,-14.28571429,3.095238095,3.333333333,-0.076984127,-0.047619048,0,0,0,0,0,0,0,0,4.761904762,4.333333333,0.173015873,-0.047619048,161,1,dehkade-olympic,دهکده المپیک,22
161,5,10,6.166666667,5.833333333,0,1.046296296,6.428571429,6,0.285714286,1.173015873,3.333333333,2.666666667,0.333333333,1.25,4.333333333,3.166666667,0.333333333,1.333333333,5,4.428571429,0.333333333,1.101360544,-4.074074074,-2.777777778,-10.80288678,-100,0,0,0,0,0,0,0,0,0,0,0,0,-0.261904762,-0.166666667,-0.126719577,-0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,161,1,dehkade-olympic,دهکده المپیک,22
193,3,30,1.5,1,0,1.5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,193,1,shaharak-e-moslemin,شهرک مسلمین,18
193,4,30,1,1,0,1,1.5,1,0,1.5,,,,,,,,,,,,,-33.33333333,0,-33.33333333,,0,0,0,0,0,0,0,0,,,,,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,,,,,193,1,shaharak-e-moslemin,شهرک مسلمین,18
68,0,10,7.333333333,7.333333333,1,1,14,11.5,0,1.238095238,,,,,,,,,,,,,-47.61904762,-36.23188406,-19.23076923,,0,0,0,0,0,0,0,0,0,0,0,0,-6.666666667,-4.166666667,-0.238095238,1,0,0,0,0,0,0,0,0,0,0,0,0,68,1,ekhtiyariyeh,اختیاریه,3
68,1,10,9.285714286,8.571428571,1.285714286,1.059415584,7.333333333,7.333333333,1,1,14,11.5,0,1.238095238,,,0,,,,0,,26.62337662,16.88311688,5.941558442,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,1.952380952,1.238095238,0.059415584,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,68,1,ekhtiyariyeh,اختیاریه,3
68,2,10,10.28571429,9,3.714285714,1.148976024,9.285714286,8.571428571,1.285714286,1.059415584,7.333333333,7.333333333,1,1,14,11.5,1,1.238095238,,,1,,10.76923077,5,8.453758929,188.8888889,40.25974026,22.72727273,14.8976024,271.4285714,0,0,0,0,0,0,0,0,1,0.428571429,0.08956044,2.428571429,2.952380952,1.666666667,0.148976024,2.714285714,0,0,0,0,0,0,0,0,68,1,ekhtiyariyeh,اختیاریه,3
68,3,10,12.14285714,10.85714286,1.285714286,1.101082251,10.28571429,9,3.714285714,1.148976024,9.285714286,8.571428571,1.285714286,1.059415584,7.333333333,7.333333333,1.285714286,1,14,11.5,1.285714286,1.238095238,18.05555556,20.63492063,-4.168387494,-65.38461538,0,0,0,0,65.58441558,48.05194805,10.10822511,0,0,0,0,0,1.857142857,1.857142857,-0.047893773,-2.428571429,0,0,0,0,4.80952381,3.523809524,0.101082251,0,0,0,0,0,68,1,ekhtiyariyeh,اختیاریه,3
68,4,10,12.14285714,10.71428571,0.285714286,1.123272561,12.14285714,10.85714286,1.285714286,1.101082251,10.28571429,9,3.714285714,1.148976024,9.285714286,8.571428571,3.714285714,1.059415584,7.333333333,7.333333333,3.714285714,1,0,-1.315789474,2.015318081,-77.77777778,0,0,0,0,0,0,0,0,65.58441558,46.1038961,12.32725608,-92.30769231,0,-0.142857143,0.02219031,-1,0,0,0,0,0,0,0,0,4.80952381,3.380952381,0.123272561,-3.428571429,68,1,ekhtiyariyeh,اختیاریه,3
68,5,10,12.14285714,10.57142857,0,1.144135603,12.14285714,10.71428571,0.285714286,1.123272561,12.14285714,10.85714286,1.285714286,1.101082251,10.28571429,9,1.285714286,1.148976024,9.285714286,8.571428571,1.285714286,1.059415584,0,-1.333333333,1.857344594,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142857143,0.020863042,-0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,68,1,ekhtiyariyeh,اختیاریه,3
72,0,10,6.666666667,6,4,1.114285714,15,13.5,0.5,1.112637363,,,,,,,,,,,,,-55.55555556,-55.55555556,0.148148148,700,0,0,0,0,0,0,0,0,0,0,0,0,-8.333333333,-7.5,0.001648352,3.5,0,0,0,0,0,0,0,0,0,0,0,0,72,1,zafar,ظفر,3
72,1,10,9.142857143,7.571428571,1.857142857,1.157142857,6.666666667,6,4,1.114285714,15,13.5,0.5,1.112637363,,,0.5,,,,0.5,,37.14285714,26.19047619,3.846153846,-53.57142857,0,0,0,0,0,0,0,0,0,0,0,0,2.476190476,1.571428571,0.042857143,-2.142857143,0,0,0,0,0,0,0,0,0,0,0,0,72,1,zafar,ظفر,3
72,2,10,13,10.71428571,1,1.196551954,9.142857143,7.571428571,1.857142857,1.157142857,6.666666667,6,4,1.114285714,15,13.5,4,1.112637363,,,4,,42.1875,41.50943396,3.40572443,-46.15384615,95,78.57142857,7.382867677,-75,0,0,0,0,0,0,0,0,3.857142857,3.142857143,0.039409097,-0.857142857,6.333333333,4.714285714,0.08226624,-3,0,0,0,0,0,0,0,0,72,1,zafar,ظفر,3
72,3,10,13.85714286,11.57142857,0.857142857,1.259312337,13,10.71428571,1,1.196551954,9.142857143,7.571428571,1.857142857,1.157142857,6.666666667,6,1.857142857,1.114285714,15,13.5,1.857142857,1.112637363,6.593406593,8,5.245103068,-14.28571429,0,0,0,0,107.8571429,92.85714286,13.01520976,-53.84615385,0,0,0,0,0.857142857,0.857142857,0.062760383,-0.142857143,0,0,0,0,7.19047619,5.571428571,0.145026623,-1,0,0,0,0,72,1,zafar,ظفر,3
72,4,10,16.14285714,13.28571429,0.857142857,1.243541333,13.85714286,11.57142857,0.857142857,1.259312337,13,10.71428571,1,1.196551954,9.142857143,7.571428571,1,1.157142857,6.666666667,6,1,1.114285714,16.49484536,14.81481481,-1.252350532,0,0,0,0,0,0,0,0,0,142.1428571,121.4285714,11.59986318,-14.28571429,2.285714286,1.714285714,-0.015771005,0,0,0,0,0,0,0,0,0,9.476190476,7.285714286,0.129255618,-0.142857143,72,1,zafar,ظفر,3
